,fitness,expression,depth,length
alpha_452,0.14050035786782994,"mul(mul(log(sub(open, high)), mul(sub(low, high), mul(open, volume))), add(abs(low), neg(close)))",4,18
alpha_547,0.1404467960102752,"mul(mul(mul(volume, sub(close, low)), sub(low, close)), mul(volume, log(open)))",4,14
alpha_514,0.14044410099956717,"mul(add(log(volume), mul(sub(close, low), sub(volume, low))), add(abs(low), neg(close)))",4,16
alpha_515,0.14044298518709553,"mul(sub(abs(close), low), sub(mul(sub(close, low), sub(volume, low)), sqrt(inv(open))))",4,16
alpha_722,0.14021070325611965,"mul(sub(low, close), mul(sub(low, close), max(volume, low)))",3,11
alpha_729,0.14015498566205067,"mul(sub(low, close), mul(max(volume, close), sub(low, close)))",3,11
alpha_730,0.14015498566205067,"mul(sub(low, close), mul(max(close, volume), sub(close, low)))",3,11
alpha_733,0.14015498566205067,"mul(mul(max(close, volume), sub(close, low)), sub(low, close))",3,11
alpha_731,0.14015498566205067,"mul(mul(max(close, volume), sub(close, low)), sub(close, low))",3,11
alpha_558,0.14005503045490847,"abs(mul(sub(mul(sub(close, open), mul(low, volume)), high), sub(close, low)))",5,14
alpha_683,0.14005103804016578,"mul(neg(mul(sub(close, low), mul(volume, volume))), sub(low, close))",4,12
alpha_687,0.14005103804016578,"abs(mul(mul(mul(volume, sub(low, close)), volume), sub(close, low)))",5,12
alpha_691,0.14005103804016578,"abs(mul(sub(close, low), mul(sub(close, low), mul(volume, volume))))",4,12
alpha_676,0.14005103804016578,"mul(neg(sub(low, close)), mul(sub(close, low), mul(volume, volume)))",3,12
alpha_680,0.14005103804016578,"mul(sub(low, close), neg(mul(sub(close, low), mul(volume, volume))))",4,12
alpha_561,0.14003109990704007,"mul(sub(low, close), add(mul(sub(close, low), neg(volume)), abs(sqrt(close))))",4,14
alpha_650,0.1400002974679805,"mul(add(inv(volume), sub(close, low)), abs(mul(abs(volume), sub(close, low))))",4,14
alpha_653,0.13999689411948532,"mul(add(log(volume), mul(volume, sub(close, low))), add(abs(low), neg(close)))",4,14
alpha_652,0.13999689411948532,"mul(add(log(volume), mul(sub(close, low), volume)), add(abs(low), neg(close)))",4,14
alpha_437,0.13998114948030196,"mul(mul(div(sub(close, low), max(open, high)), add(low, volume)), mul(sub(close, low), mul(high, close)))",4,19
alpha_501,0.1399516049671879,"mul(div(sub(close, low), log(volume)), mul(mul(sub(low, close), max(volume, low)), sqrt(high)))",4,17
alpha_527,0.13993026533591857,"mul(add(log(volume), mul(sub(volume, high), sub(close, low))), add(abs(low), neg(close)))",4,16
alpha_703,0.13981745982763535,"mul(neg(sub(low, close)), sub(low, mul(volume, sub(low, close))))",4,12
alpha_709,0.13981060348715982,"abs(mul(sub(mul(volume, sub(low, close)), high), sub(close, low)))",5,12
alpha_713,0.13981060348715982,"abs(mul(add(high, mul(sub(close, low), volume)), sub(close, low)))",5,12
alpha_710,0.13981060348715982,"abs(mul(sub(low, close), add(high, mul(sub(close, low), volume))))",5,12
alpha_664,0.13944156915352643,"abs(mul(sub(low, close), mul(close, mul(max(volume, open), sub(open, close)))))",5,14
alpha_553,0.13925196983466653,"mul(abs(sub(low, close)), mul(neg(sub(low, close)), sub(low, add(close, volume))))",4,15
alpha_552,0.13925196983466653,"neg(mul(sub(close, low), mul(neg(sub(low, close)), sub(low, add(close, volume)))))",5,15
alpha_719,0.1392107127410779,"div(mul(sub(low, close), max(volume, low)), inv(sub(low, close)))",3,12
alpha_726,0.13921069377116196,"div(mul(sub(low, close), max(volume, low)), inv(sub(close, low)))",3,12
alpha_732,0.13915498566205067,"abs(mul(sub(low, close), mul(max(volume, close), sub(low, close))))",4,12
alpha_742,0.13915346717206978,"max(sub(mul(sub(high, open), sqrt(volume)), open), sqrt(close))",4,11
alpha_522,0.13913896706500378,"sub(mul(sub(close, low), sub(max(mul(volume, sub(close, low)), volume), low)), sqrt(inv(open)))",6,17
alpha_789,0.13907365557647497,"div(max(sub(close, low), sqrt(high)), sqrt(low))",3,9
alpha_689,0.13905103804016578,"abs(mul(sub(low, close), neg(mul(sub(close, low), mul(volume, volume)))))",5,13
alpha_682,0.13905103804016578,"mul(mul(max(volume, volume), sub(low, close)), mul(volume, sub(low, close)))",3,13
alpha_685,0.13905103804016578,"mul(mul(max(volume, volume), sub(low, close)), mul(sub(close, low), volume))",3,13
alpha_677,0.13905103804016578,"mul(mul(max(volume, volume), sub(low, close)), mul(volume, sub(close, low)))",3,13
alpha_688,0.13905103804016578,"abs(mul(neg(mul(sub(close, low), mul(volume, volume))), sub(close, low)))",5,13
alpha_595,0.1390007213076101,"mul(neg(mul(max(volume, volume), sub(low, close))), add(neg(low), max(close, low)))",4,15
alpha_646,0.1390007212980005,"sub(mul(sub(close, low), mul(max(volume, volume), sub(low, close))), sqrt(inv(open)))",4,15
alpha_668,0.13884599282447688,"abs(mul(sub(low, close), mul(close, mul(sub(high, open), mul(volume, high)))))",5,14
alpha_439,0.13882321192087488,"add(mul(sub(close, low), max(mul(sub(high, low), sub(volume, high)), sqrt(add(low, close)))), abs(sqrt(close)))",5,20
alpha_704,0.13881745982763535,"mul(neg(sub(low, close)), sub(low, mul(sub(low, close), abs(volume))))",4,13
alpha_752,0.1387174040339896,"mul(mul(mul(volume, low), sub(open, high)), sub(open, close))",3,11
alpha_748,0.1387174040339896,"mul(mul(sub(close, open), mul(low, volume)), sub(high, open))",3,11
alpha_749,0.1387174040339896,"mul(sub(high, open), mul(mul(volume, low), sub(open, close)))",3,11
alpha_751,0.1387174040339896,"mul(mul(mul(volume, low), sub(open, close)), sub(open, high))",3,11
alpha_474,0.1387101783321499,"max(mul(sub(low, close), mul(low, mul(sub(low, high), volume))), mul(sub(open, high), sub(open, high)))",5,19
alpha_672,0.1386534065868427,"mul(mul(max(volume, volume), sub(low, close)), sub(max(open, close), abs(low)))",3,14
alpha_661,0.1386051882917264,"abs(mul(mul(add(inv(volume), sub(close, low)), sub(close, open)), mul(close, volume)))",5,15
alpha_548,0.1384467960102752,"mul(mul(mul(max(volume, volume), sub(low, close)), mul(volume, log(open))), sub(low, close))",4,16
alpha_543,0.1384467960102752,"mul(mul(mul(max(volume, volume), sub(low, close)), mul(volume, log(open))), sub(close, low))",4,16
alpha_545,0.1384467960102752,"mul(mul(max(volume, volume), sub(low, close)), mul(mul(volume, sub(low, close)), log(open)))",4,16
alpha_516,0.1384420785191569,"mul(add(inv(volume), sub(close, low)), sub(mul(sub(close, low), sub(volume, low)), sqrt(inv(open))))",4,18
alpha_721,0.13821070325611964,"mul(mul(sub(low, close), max(volume, low)), add(abs(low), neg(close)))",3,13
alpha_724,0.13821069377116196,"div(mul(sub(low, close), max(volume, low)), inv(abs(sub(close, low))))",4,13
alpha_778,0.13812345942797874,"mul(mul(sub(high, open), mul(volume, high)), sub(close, open))",3,11
alpha_785,0.13812345942797874,"mul(sub(open, close), mul(sub(high, open), mul(volume, high)))",3,11
alpha_787,0.13812345942797874,"mul(sub(close, open), mul(sub(high, open), mul(volume, high)))",3,11
alpha_678,0.13805103804016577,"mul(mul(max(volume, volume), sub(low, close)), mul(volume, neg(sub(close, low))))",4,14
alpha_699,0.13805077093890405,"mul(mul(sub(close, low), mul(volume, volume)), sub(sub(low, close), inv(open)))",3,14
alpha_560,0.1380310999070401,"mul(sub(abs(close), low), abs(add(mul(sub(close, low), neg(volume)), abs(sqrt(close)))))",5,16
alpha_538,0.13801306005925829,"mul(sub(low, close), sub(low, sub(mul(sub(close, low), sub(volume, low)), sqrt(inv(open)))))",5,17
alpha_562,0.13800434263005623,"neg(mul(sub(close, low), sub(neg(log(high)), mul(max(volume, volume), sub(low, close)))))",5,16
alpha_563,0.13800434263005623,"mul(sub(abs(close), low), sub(neg(log(high)), mul(max(volume, volume), sub(low, close))))",4,16
alpha_564,0.13800434263005623,"abs(mul(sub(neg(log(high)), mul(max(volume, volume), sub(low, close))), sub(close, low)))",5,16
alpha_670,0.1378459928244769,"mul(abs(neg(high)), mul(mul(sub(close, low), mul(volume, close)), sub(high, open)))",4,15
alpha_657,0.13780490122442213,"max(sqrt(max(open, open)), mul(mul(sub(high, open), mul(volume, high)), sub(close, open)))",4,16
alpha_717,0.13771779373276946,"neg(mul(sub(close, low), mul(volume, add(high, mul(sub(close, low), volume)))))",6,14
alpha_753,0.13771740403392727,"div(mul(mul(volume, low), sub(open, high)), inv(sub(open, close)))",3,12
alpha_671,0.13766791408197482,"abs(mul(sub(high, low), mul(add(inv(volume), sub(close, low)), sub(close, open))))",5,15
alpha_542,0.13750162249285292,"abs(mul(mul(sub(mul(close, volume), mul(volume, open)), abs(max(open, open))), sub(close, low)))",5,17
alpha_490,0.13749642875391507,"mul(neg(add(open, close)), mul(mul(sub(sqrt(close), sqrt(open)), mul(low, max(close, volume))), sub(high, open)))",5,20
alpha_544,0.1374467960102752,"abs(mul(mul(mul(max(volume, volume), sub(low, close)), mul(volume, log(open))), sub(close, low)))",5,17
alpha_550,0.1374467960102752,"mul(mul(max(volume, volume), sub(low, close)), mul(mul(sub(low, close), neg(volume)), log(open)))",4,17
alpha_549,0.1374467960102752,"abs(mul(sub(low, close), mul(mul(max(volume, volume), sub(low, close)), mul(volume, log(open)))))",5,17
alpha_454,0.13744203592864263,"mul(mul(div(sqrt(mul(volume, open)), inv(sub(open, high))), add(low, volume)), mul(sub(close, low), mul(high, close)))",5,21
alpha_554,0.13725196983466653,"mul(mul(neg(sub(low, close)), sub(low, add(close, volume))), add(max(low, low), neg(close)))",4,17
alpha_734,0.13715453214526555,"mul(add(inv(volume), sub(close, low)), mul(max(close, volume), sub(close, low)))",3,14
alpha_675,0.13705103804132718,"add(mul(sub(close, low), mul(sub(close, low), mul(volume, volume))), abs(sqrt(close)))",4,15
alpha_686,0.13705103804016577,"mul(mul(max(volume, volume), sub(low, close)), mul(volume, add(abs(low), neg(close))))",4,15
alpha_692,0.13705103804016577,"mul(mul(max(volume, volume), sub(low, close)), mul(volume, add(neg(low), abs(close))))",4,15
alpha_565,0.13700089800097448,"max(mul(sub(low, close), mul(sub(low, close), volume)), mul(sub(open, high), sub(open, high)))",4,17
alpha_575,0.1370007213076101,"mul(sub(abs(close), low), abs(add(neg(mul(close, volume)), max(inv(open), mul(volume, low)))))",5,17
alpha_701,0.13690954055750537,"mul(mul(max(volume, volume), sub(low, close)), mul(max(volume, close), sub(low, close)))",3,15
alpha_669,0.1368459928244769,"mul(abs(neg(high)), mul(neg(mul(sub(close, low), mul(volume, close))), sub(high, open)))",5,16
alpha_746,0.13680668348026354,"mul(add(volume, low), mul(mul(volume, sub(low, high)), sub(low, close)))",4,13
alpha_442,0.1367918321080246,"mul(mul(mul(div(sub(close, low), log(volume)), mul(sub(volume, open), sqrt(high))), sub(low, close)), mul(volume, log(open)))",5,22
alpha_718,0.13670540594028002,"mul(sub(mul(volume, sub(low, close)), neg(volume)), mul(sqrt(high), sub(low, high)))",4,15
alpha_551,0.13644679163457168,"mul(sub(low, close), sub(high, mul(mul(max(volume, volume), sub(low, close)), mul(volume, log(open)))))",5,18
alpha_555,0.13625154696109565,"mul(abs(mul(neg(sub(low, close)), sub(low, add(close, volume)))), sub(inv(volume), sub(low, close)))",5,18
alpha_720,0.13621070325611967,"mul(neg(mul(sub(low, close), max(volume, low))), add(neg(low), max(close, low)))",4,15
alpha_727,0.13621025042390228,"mul(abs(mul(sub(low, close), max(volume, low))), sub(inv(volume), sub(low, close)))",4,15
alpha_728,0.13615498700178708,"sub(neg(log(high)), mul(mul(max(volume, close), sub(low, close)), sub(low, close)))",4,15
alpha_776,0.13612410145212558,"mul(sub(mul(sub(high, open), mul(volume, high)), volume), sub(close, open))",4,13
alpha_777,0.13612386841834845,"mul(sub(mul(sub(high, open), mul(volume, high)), open), sub(close, open))",4,13
alpha_782,0.13612345942797874,"mul(abs(neg(high)), mul(mul(volume, sub(close, open)), sub(high, open)))",4,13
alpha_693,0.13605103797053208,"mul(add(log(volume), mul(sub(close, low), mul(volume, volume))), add(abs(low), neg(close)))",4,16
alpha_696,0.13605103753070058,"mul(sub(low, close), mul(add(log(volume), mul(volume, volume)), add(abs(low), neg(close))))",4,16
alpha_536,0.13592799157851365,"mul(add(log(volume), sub(inv(abs(open)), mul(sub(volume, high), sub(close, low)))), add(abs(low), neg(close)))",5,20
alpha_656,0.13583703644239264,"mul(mul(sub(high, open), div(close, open)), max(abs(volume), mul(sub(close, open), mul(low, volume))))",4,18
alpha_706,0.13581196587125466,"mul(add(inv(volume), sub(close, low)), sub(close, mul(max(volume, volume), sub(low, close))))",4,16
alpha_739,0.13571794814371652,"mul(div(mul(sub(low, close), max(volume, low)), inv(sqrt(volume))), sub(low, high))",4,15
alpha_750,0.1357174040339896,"sub(inv(close), mul(mul(mul(volume, low), sub(open, close)), sub(open, high)))",4,14
alpha_756,0.13566462830828166,"mul(div(sub(close, low), log(volume)), mul(sub(volume, open), sub(low, close)))",3,14
alpha_754,0.13566462830828166,"mul(div(sub(close, low), log(volume)), mul(sub(volume, open), sub(close, low)))",3,14
alpha_757,0.13561651246723094,"mul(neg(sub(low, close)), sub(low, sub(mul(volume, sub(low, close)), high)))",5,14
alpha_673,0.1354823289326752,"mul(mul(abs(mul(add(low, volume), sub(low, high))), sub(low, close)), mul(volume, log(open)))",5,17
alpha_741,0.13544348149934843,"mul(add(volume, low), mul(mul(add(close, volume), sub(high, low)), sub(low, close)))",4,15
alpha_766,0.13532924775706726,"mul(neg(add(open, close)), mul(mul(volume, sub(close, open)), sub(high, open)))",4,14
alpha_665,0.13512996196856947,"abs(mul(sub(close, low), mul(close, mul(neg(add(open, close)), mul(abs(volume), sub(high, open))))))",6,18
alpha_779,0.13512345942797874,"mul(max(mul(volume, high), sqrt(open)), mul(sub(close, open), sub(open, high)))",3,14
alpha_781,0.13512345942797874,"mul(max(mul(volume, high), sqrt(open)), mul(sub(open, close), sub(open, high)))",3,14
alpha_674,0.13505103810978264,"mul(add(log(volume), neg(mul(sub(close, low), mul(volume, volume)))), add(abs(low), neg(close)))",5,17
alpha_695,0.13505103753070058,"abs(mul(sub(close, low), mul(add(log(volume), mul(volume, volume)), add(abs(low), neg(close)))))",5,17
alpha_697,0.13505103753070058,"abs(mul(mul(add(log(volume), mul(volume, volume)), add(abs(low), neg(close))), sub(close, low)))",5,17
alpha_654,0.13496623080090653,"mul(sub(high, open), max(max(mul(high, high), sub(close, high)), mul(sub(close, open), mul(high, volume))))",4,19
alpha_666,0.13493406728335178,"mul(mul(sub(high, open), div(close, open)), max(mul(sub(close, open), mul(high, volume)), inv(low)))",4,18
alpha_715,0.1348106021397364,"sub(neg(log(high)), mul(max(volume, add(high, mul(sub(close, low), volume))), sub(low, close)))",6,17
alpha_747,0.13475339868063135,"div(mul(sub(low, close), mul(sub(close, volume), sub(low, high))), inv(sqrt(volume)))",4,15
alpha_736,0.13474339528006685,"mul(div(mul(sub(low, close), abs(volume)), log(high)), add(max(low, low), neg(close)))",4,16
alpha_761,0.13450091492202926,"mul(mul(mul(sub(high, low), abs(volume)), sub(low, close)), mul(volume, log(open)))",4,15
alpha_762,0.13450091492202926,"mul(mul(mul(sub(low, high), neg(volume)), sub(low, close)), mul(volume, log(open)))",4,15
alpha_449,0.13450035787039286,"max(mul(sub(low, close), mul(log(sub(open, high)), mul(sub(low, high), mul(open, volume)))), mul(sub(open, high), sub(open, high)))",5,24
alpha_765,0.13432924775706728,"mul(mul(neg(add(open, close)), mul(abs(volume), sub(high, open))), sub(close, open))",4,15
alpha_764,0.13432924775706728,"mul(mul(neg(add(open, close)), mul(abs(volume), sub(high, open))), sub(open, close))",4,15
alpha_773,0.13419858381935634,"mul(mul(sub(low, volume), add(low, volume)), mul(sub(close, low), sub(close, low)))",3,15
alpha_772,0.13419858381935634,"mul(mul(sub(low, volume), add(low, volume)), mul(sub(close, low), sub(low, close)))",3,15
alpha_694,0.13405103753070058,"mul(mul(add(log(volume), mul(volume, volume)), add(abs(low), neg(close))), add(abs(low), neg(close)))",4,18
alpha_698,0.13405103735123913,"add(mul(sub(close, low), mul(add(log(volume), mul(volume, volume)), add(abs(low), neg(close)))), low)",5,18
alpha_744,0.1340362243535584,"mul(log(div(low, close)), max(mul(sub(close, low), sub(volume, low)), max(open, volume)))",4,16
alpha_700,0.13396481632953405,"mul(log(div(low, close)), mul(abs(volume), sub(open, abs(mul(sub(low, close), mul(close, volume))))))",6,18
alpha_788,0.13390579403837238,"mul(sub(abs(close), low), abs(sub(high, mul(max(volume, close), sub(low, close)))))",5,15
alpha_735,0.13374339528006685,"abs(mul(sub(low, close), mul(div(neg(volume), log(high)), add(max(low, low), neg(close)))))",5,17
alpha_737,0.13374339528006685,"mul(div(mul(max(volume, volume), sub(low, close)), log(high)), add(max(low, low), neg(close)))",4,17
alpha_758,0.13361133072679876,"mul(mul(sub(mul(close, volume), mul(volume, open)), abs(max(open, open))), sub(open, high))",4,16
alpha_760,0.13350091492202926,"mul(sub(high, low), mul(mul(max(volume, volume), sub(low, close)), mul(volume, log(open))))",4,16
alpha_759,0.13350091492202926,"mul(mul(abs(mul(sub(high, low), neg(volume))), sub(low, close)), mul(volume, log(open)))",5,16
alpha_702,0.13284476747511192,"mul(add(inv(volume), sub(close, low)), sub(add(mul(sub(close, low), neg(volume)), abs(sqrt(close))), open))",5,19
alpha_707,0.13281078033235882,"max(mul(sub(low, close), sub(mul(volume, sub(low, close)), high)), mul(sub(open, high), sub(open, high)))",5,19
alpha_792,0.1326479649027269,"mul(sub(mul(volume, div(close, low)), volume), mul(sub(low, high), mul(open, volume)))",4,15
alpha_662,0.13260443417541673,"abs(mul(sub(close, low), mul(close, add(add(sub(close, open), sub(open, low)), mul(neg(volume), sub(open, close))))))",6,21
alpha_663,0.13251468428070537,"mul(div(sub(mul(sub(close, low), sub(volume, low)), sqrt(inv(open))), log(high)), add(max(low, low), neg(close)))",5,21
alpha_794,0.132483328998674,"mul(log(div(low, close)), mul(abs(volume), mul(mul(volume, open), sub(low, high))))",4,15
alpha_797,0.1323807412995079,"mul(mul(mul(close, volume), sub(high, low)), mul(sub(low, high), mul(open, volume)))",3,15
alpha_800,0.1319296901813249,"mul(mul(max(low, volume), sub(close, open)), mul(max(open, low), sub(high, open)))",3,15
alpha_738,0.13174256173629592,"mul(mul(div(neg(volume), log(high)), add(max(low, low), neg(close))), sub(sub(low, close), inv(open)))",4,19
alpha_716,0.131728788943514,"mul(sub(add(mul(sub(close, low), neg(volume)), abs(sqrt(close))), neg(volume)), mul(sqrt(high), sub(low, high)))",5,20
alpha_740,0.13171793211119884,"mul(sub(div(mul(sub(low, close), max(volume, low)), inv(sqrt(volume))), log(high)), abs(sub(low, high)))",5,19
alpha_796,0.1313884649247285,"mul(div(sub(close, low), log(volume)), mul(sub(volume, open), mul(volume, sub(low, close))))",4,16
alpha_770,0.1312658899909691,"mul(div(sub(high, low), high), abs(mul(add(volume, low), mul(mul(low, volume), sub(low, close)))))",5,18
alpha_556,0.1312053115611006,"mul(mul(sub(low, volume), div(mul(sub(low, close), max(volume, low)), inv(sqrt(volume)))), mul(sub(close, low), mul(high, close)))",5,23
alpha_743,0.13111935052639476,"mul(sub(inv(neg(volume)), mul(sub(high, close), sub(open, high))), mul(sub(close, low), mul(high, close)))",4,19
alpha_655,0.13084831804590197,"mul(log(div(low, close)), mul(abs(volume), div(div(sub(close, low), max(open, high)), div(max(close, open), sub(close, low)))))",5,23
alpha_769,0.13027485036286626,"mul(mul(mul(sub(close, low), mul(volume, volume)), add(low, volume)), mul(sub(close, low), mul(high, close)))",4,19
alpha_793,0.12956597619373078,"mul(mul(mul(abs(sub(low, close)), abs(sub(volume, high))), sub(low, close)), mul(volume, log(open)))",5,18
alpha_798,0.12902176217505845,"mul(mul(sub(open, volume), log(high)), mul(sub(high, low), mul(sub(close, low), add(low, volume))))",4,18
alpha_790,0.1287785886317389,"mul(sub(high, low), max(max(mul(high, high), sub(close, high)), mul(sub(close, open), mul(high, volume))))",4,19
alpha_763,0.12750090983595747,"mul(sub(sub(open, mul(mul(max(volume, volume), sub(low, close)), mul(volume, log(open)))), log(high)), abs(sub(low, high)))",6,22
alpha_795,0.12748184853117586,"mul(mul(log(div(low, close)), max(div(high, low), max(open, volume))), mul(sub(low, high), mul(open, volume)))",4,20
alpha_791,0.12477858863173888,"sub(mul(max(max(mul(high, high), sub(close, high)), mul(sub(close, open), mul(high, volume))), sub(high, low)), inv(neg(low)))",5,23
alpha_745,0.12391877603226109,"mul(mul(max(max(mul(high, high), sub(close, high)), mul(sub(close, open), mul(high, volume))), sub(close, open)), mul(max(open, low), sqrt(volume)))",5,26
